PeEn,ApEn,SampEn,FuzzyEn,DistEn,DispEn
0.6228314866007735,0.26103052761902124,0.2685963571117264,0.12997716237053702,0.8398662248482773,0.5318746362982318
0.6458199612407494,0.26761649020873746,0.2553816812039741,0.12795557754494102,0.8292469782648578,0.4785030865176861
0.6383917311178778,0.26900568492868704,0.25226492736444794,0.15036664815227363,0.8297852686504892,0.5314632087139468
0.63545418798781,0.2579719960115785,0.22254331459907584,0.14649974978385139,0.8411016892726151,0.5134923551123501
0.6323670386141635,0.23704989164726564,0.18447726611065127,0.15382389669957353,0.8437121061192537,0.5176272445438709
0.669156532741106,0.22829078410965753,0.14176336032952516,0.10118704718415894,0.8079465937413117,0.45537707570749114
0.6572172969947833,0.23545302560906656,0.12336902515890515,0.13764256273426323,0.8358983159548098,0.45358795172691807
0.657805781605051,0.2225123370133364,0.11003040560739923,0.14952723693164227,0.8391974428561315,0.4826053697999998
0.6610511956062115,0.23013859218050792,0.13204126784687514,0.13028321406921295,0.8199752281390444,0.5104452625003554
0.6548741289201516,0.24491029839419243,0.1753939501578284,0.16308766848959233,0.8372262131952453,0.5120129040567387
0.6567724557661523,0.2767001763565067,0.23180602586420193,0.14633806299024288,0.8369917420293453,0.5161525311509017
0.6687141592677415,0.2651358986516441,0.22874007056076628,0.13431304829059898,0.8217082053606093,0.4985831233513934
0.6638002377432713,0.2671889751565426,0.20695725013257876,0.11604191969702504,0.8289207208774391,0.49569305151799714
0.6496003959422496,0.2771595596998919,0.29679866713552094,0.15798520653985748,0.84422803702215,0.5361259867225256
0.6586236156958166,0.2885507343727607,0.298568569697204,0.14444798530185055,0.8353222592162588,0.5280991500806641
0.6505784782937517,0.27638411877455926,0.27276970487346563,0.15119169408810995,0.8441902345824642,0.5456677186481882
0.6492970653811836,0.28005672095574674,0.3118552870278888,0.15727259993148301,0.8290660256812962,0.5583044613907113
0.6512951255952655,0.2803190181746831,0.28231578218767844,0.1520123031841718,0.8358773068867706,0.5647894329842448
0.6611919393355058,0.28091421087716517,0.2901666016414309,0.15321991670272062,0.8410361654265989,0.5406934164249405
0.6486116348056247,0.284970439522898,0.319418103012187,0.1671050712843194,0.8420014008245724,0.5775413737244187
0.6430289869682354,0.27819323776706417,0.3037648561687617,0.18985776179898517,0.841333487958319,0.5822318365537954
0.6377725916735214,0.2820854036128617,0.3233765259231916,0.18261939005362682,0.833548160916495,0.5810923106573184
0.658237073816351,0.27917022783264134,0.29550049275670204,0.15692772716825876,0.8200770253922777,0.5531202274940845
0.6511876188983833,0.28995108725599383,0.32690731545564516,0.1846230063289307,0.8360545119093885,0.5733470177824385
0.6493700306884145,0.29099960169269057,0.32096652331058206,0.15656230603061783,0.826010070570793,0.5785215131017007
0.6414864081474275,0.28571595826640106,0.3246215001097482,0.17953930773025584,0.8444826588796511,0.5834956731991908
0.6580022400420861,0.29013524598921325,0.32630466381562456,0.1717371492401376,0.835782102874342,0.5772482745605225
0.6601170301633899,0.29134322487056075,0.30217651860223343,0.16796712311843365,0.822312399767285,0.5649352315102438
