PeEn,ApEn,SampEn,FuzzyEn,DistEn,DispEn
0.9171126395961838,0.8732932522085735,0.9175719620302036,0.147123164981106,0.8007431203248406,0.6690216125376494
0.9350599776195856,0.8796556454784303,0.9530534347771673,0.14061376549597582,0.8074917970673138,0.6926087781913418
0.9243436742876615,0.7477660398713581,0.743806318027774,0.1047521146623247,0.7367557294296808,0.660790100181755
0.9153339078913374,0.7628296229099512,0.7394222528603116,0.12469406804058325,0.7850479975569444,0.6663851821966503
0.9047367014559778,0.8915606905813163,0.9267421334218628,0.14882237793917574,0.7652845313275014,0.7217798996991494
0.9257129239899717,0.8581257105453393,0.8769656054886673,0.12430520477918416,0.7535967413655239,0.7044074541972195
0.9164626554327363,0.9373692395253777,1.0111752167250505,0.1551907658105045,0.8027425418879056,0.6642261152191204
0.9252876963241362,0.8426379091826384,0.8688547228863625,0.12326557559588869,0.7608098778274053,0.6769338840144905
0.9279727143345843,0.8597928771111389,0.8630294206542145,0.11065861959074597,0.792409471253047,0.6431251625427924
0.9305124491949387,0.6277198763675083,0.5974834339547143,0.0857659144931513,0.6801768022974835,0.6676325799865754
0.9180246221073431,0.9230540350547685,0.996253572852424,0.17098523031959,0.8159217172678178,0.6946999617039455
0.918022216619664,0.85719043317672,0.8479877534811413,0.12683147392004313,0.7719652486964108,0.7066611798805295
0.9219203620445533,0.8069058601412689,0.8104828301278372,0.11356199317913673,0.7927148149970938,0.6587869659570222
0.9237135789806342,0.8300423538610464,0.835832310205856,0.12571462399695488,0.7736329733759542,0.6736997036873457
0.9200456033138737,0.8238514043959202,0.8472170555711926,0.13245251628297017,0.7566372429101199,0.6913818112421929
0.9117368655167278,0.8165832236924362,0.8186624015044774,0.12482969483163697,0.7256768828508731,0.6484772431099547
0.9331751077370641,0.8146921126972893,0.8315592874368715,0.10739403643955048,0.7434104742259625,0.6917941838028141
0.9335243173942519,0.734216456540234,0.7108212204196651,0.10035634958817052,0.7416605121918183,0.6766334892758618
0.9254608712348483,0.6739086571396391,0.6348967243415906,0.09404755614703686,0.7277710506647553,0.6597104051354836
0.9218269318280266,0.8525962255124431,0.8690002582671539,0.1291634923982401,0.7221163076879922,0.710469776263776
0.9225455396465383,0.8804193097510868,0.9143587503265493,0.1976768701322238,0.7817026077534215,0.6900770171192161
0.9186999901062314,0.7464292515866222,0.7113330680322043,0.10025608570354594,0.7416968037177009,0.6768617633821469
0.9177757302700705,0.7348516769226645,0.704334539023665,0.10194103754517081,0.7577129786747039,0.6650925398529862
