PeEn,ApEn,SampEn,FuzzyEn,DistEn,DispEn
0.3772398901707834,0.01543856754266848,0.017508924490236735,0.05961090586730822,0.8658905819162657,0.3476066343608377
0.37458898454427014,0.04435090220413285,0.03577023184928209,0.05966599891992308,0.9351692035003125,0.3517778181815423
0.39518963482032005,0.08048918808684036,0.062432350701065696,0.060107840401804946,0.9577603623131015,0.36620122747608763
0.40408680134360475,0.12369821507625955,0.09334618571966483,0.06070186157261159,0.9558890872411869,0.37614380901592914
0.4073468491181911,0.15526505772452692,0.11228246218798717,0.0609720582328368,0.9648284631147682,0.3822847361123471
0.4147377219562283,0.18510487362651062,0.1364331446599455,0.06320449920397375,0.970443050543848,0.3909694879532316
0.42044779490013484,0.21214054460133003,0.15738763057879557,0.06573450413992088,0.9698775621884157,0.3999601251010686
0.42656167027569497,0.22495095193840164,0.16582161424587968,0.06591587206997418,0.9738844822261786,0.4054083328535314
0.43253476178126293,0.23325643136307006,0.17789064518962178,0.07086686778913265,0.9768885938602165,0.41240831265122363
0.43570691586363336,0.2428313743447199,0.1864756561172582,0.07726196762802551,0.9767425861787664,0.42101532267250735
0.4421740576281358,0.24753023182071265,0.1904582054829256,0.07693245289714046,0.9792667584989224,0.4255080428149622
0.44635617299015384,0.254486285427578,0.20075119187524665,0.0845467143597809,0.9812148821726989,0.4320133640685799
0.4502470265301077,0.262845155692919,0.20773142535416847,0.09664257130563048,0.9812127231330017,0.44049590068098615
0.45281249304388066,0.2686260837092589,0.21176927183001334,0.09571304162062977,0.9830017168303268,0.443851479938815
0.4597015254704236,0.27407120867066315,0.22005548360922866,0.104865638501908,0.9844645490249326,0.44978179855187755
0.46297341538878206,0.27969753948723053,0.22650060026666868,0.12352882130254783,0.984479603080123,0.4579809457011872
0.46846305651186587,0.2817777971373556,0.2294841455731258,0.12258854672710329,0.9858246914130457,0.461999403504196
0.47183774565607534,0.28274163398542873,0.23547859129012008,0.13139034424691265,0.9869702122408313,0.46650644225508536
0.4752035850023875,0.2854315196835038,0.24067281791692935,0.1559947006966722,0.9870034941279275,0.4747527808142204
0.4793624461508584,0.2883791231149959,0.244623037386472,0.15637286903890035,0.9880560262480702,0.4785691856415285
0.48248549472625535,0.29102097079327116,0.25163511982864584,0.16274736478340235,0.988915461810521,0.4821573803673581
0.4861621641969089,0.2916067357583594,0.25711995982622665,0.19134481688498384,0.9890227727239979,0.4887611002217805
0.4918248170549356,0.3037161601318372,0.2668991331045332,0.19482554715514722,0.9898574925687937,0.4926521985980302
0.49191996096830787,0.2944116015192275,0.2695796104385258,0.19710696283146367,0.9905033971586066,0.4964635193852252
0.4963452501052651,0.303826929826569,0.27776950855923677,0.22703687970163622,0.9906831497809075,0.503052173276208
0.5024577848588454,0.3047991824809255,0.28382184823524936,0.23535767324910695,0.9911995737555132,0.5075650598835214
0.5050610633140753,0.30593393251000744,0.29273910371503975,0.23270370013482355,0.991813728196438,0.5107334293199357
0.5046129176443066,0.31049068760858267,0.3020270029913531,0.2616564763395086,0.9919501714713675,0.516131163200202
0.511243428723489,0.314023441926099,0.3137985119115002,0.2756250424048723,0.9924578313285586,0.5193482668365912
0.5156430886443999,0.31378859820286253,0.3200031741456258,0.26825542206726705,0.9928817963481789,0.5237155783387716
0.5168490845669705,0.316215446387909,0.33113499251277057,0.29410125394053077,0.9929353163123352,0.5285856680836843
0.5229724082709705,0.32437330744762827,0.34186534339144536,0.31406274735597695,0.993179139958173,0.5321066033116735
0.5262237014922632,0.3291664840177635,0.35456375385127226,0.303002430753309,0.9935853346882965,0.5378683323373825
0.5279703919302396,0.32700993360101416,0.3653008394120411,0.32443455989176706,0.9937096952554236,0.5425455813629151
0.5316046204786162,0.33580274252015263,0.37820060578201553,0.34951720512114237,0.9938826002034152,0.547985310585912
0.5358222395120124,0.3357140649398205,0.3885374068796543,0.336526652230543,0.9942117077474761,0.5488225815124531
0.5385307822867499,0.3411947640697197,0.3970667384093327,0.35300816465981777,0.9942792842071841,0.5541348936807232
0.5431561742413249,0.34922445091551824,0.4147142381262209,0.381444335115819,0.994459280153621,0.556852586190837
0.5456530535977347,0.35429931442869744,0.4318521295560341,0.3687180547830011,0.9946160967672337,0.5631096819747761
0.5477457674949768,0.36330582495034225,0.43202565058253567,0.3797004501510708,0.9948228668302668,0.5669424404608587
0.5506071754857503,0.3668436641785551,0.45000006327823266,0.4094894266455269,0.9950554334098767,0.5677362193776873
0.5541514612409336,0.38062270606614,0.4606331045435023,0.3993111066517505,0.9949869180157151,0.5724611226282987
0.5573542457597563,0.3812229503612232,0.4677756298094228,0.4048112612317363,0.9950169210072153,0.576357196837516
0.5613922919333477,0.3853439364061759,0.4736050804912577,0.43421480340229424,0.9950678463074204,0.5818673376286103
0.5639566561651911,0.38833234836213926,0.4852838516150312,0.42864260488796035,0.9950889538252496,0.5823051495080628
0.5660509267251896,0.3905304943725616,0.4934640765700897,0.4284079812395696,0.9951964426958722,0.5896332008759833
0.5702174712918714,0.39403569141438943,0.49790587971990957,0.45545286903641924,0.9951558575188875,0.5879080156598954
0.5725444191118384,0.40239433623388177,0.5172699863218448,0.45646142714550575,0.9949207330727947,0.5912070122406876
0.5748035649039175,0.40944271729652826,0.5154616621308791,0.4508997199060908,0.9950267914111681,0.596015083847947
0.5793863943085776,0.4067255115306363,0.5203453841065865,0.473880846358114,0.9950603996209986,0.5972385800949869
0.5814557181354694,0.40640243137278276,0.5249374679586719,0.4825942424828843,0.9950005687229595,0.6039304523733451
0.5828609086547476,0.4124650246651598,0.5341556378340688,0.4728662575013022,0.9946696627847906,0.6013208753768627
0.5853076786352341,0.4209377362829345,0.5424080385071531,0.4915759529757183,0.994890968410143,0.6034819768158233
0.5898915995325557,0.4337553942440442,0.5463924547607332,0.5082397702453909,0.9948237085368392,0.6042836288684764
0.591599009151618,0.41765315525917934,0.5321091421455892,0.49390981832446257,0.9944638287768487,0.6068656868074331
0.5943493999936827,0.4286852741456988,0.5470538725706153,0.5076568660338476,0.9946092717920128,0.6132985299347737
0.5984050668133027,0.440127369926091,0.5564523214861561,0.5318647720542259,0.9945223045810357,0.6212517517050911
0.5981204884247361,0.43550008304856824,0.5514615544658187,0.5146393115580001,0.994195995218003,0.6149225353929857
0.6022353630072778,0.4273913809753527,0.5574285688596701,0.5233662749398196,0.9941813017436734,0.6188181195516104
